tradition,filename,filepath,commons_title,kept,width,height,licence,artist,credit,description,descriptionurl,source
west_bengal,Gajendramoksham-_salvation_of_the_Gajendra.jpg,data\style_references\west_bengal\Gajendramoksham-_salvation_of_the_Gajendra.jpg,File:Gajendramoksham- salvation of the Gajendra.jpg,,2592,4608,CC BY 4.0,Rajan Guptta,Own work,Gajendramoksham,https://commons.wikimedia.org/wiki/File:Gajendramoksham-_salvation_of_the_Gajendra.jpg,wikimedia_commons
west_bengal,Ganga_Kalighat_1875.jpg,data\style_references\west_bengal\Ganga_Kalighat_1875.jpg,File:Ganga Kalighat 1875.jpg,,496,800,Public domain,Kalighant,This image has been extracted from another file,"Ganga: ""Digitized Kalighat paintings from 19th century Calcutta, created as inexpensive souvenirs for Hindu pilgrims visiting the famous temple of Kali""",https://commons.wikimedia.org/wiki/File:Ganga_Kalighat_1875.jpg,wikimedia_commons
west_bengal,Ganga_on_Makar.jpg,data\style_references\west_bengal\Ganga_on_Makar.jpg,File:Ganga on Makar.jpg,no,1523,2382,CC BY 4.0,Rajan Guptta,Own work,Ganga on Makar,https://commons.wikimedia.org/wiki/File:Ganga_on_Makar.jpg,wikimedia_commons
west_bengal,Hanuman_bringing_the_mountain_to_the_injured_Lakshmana_Wellcome_L0022499.jpg,data\style_references\west_bengal\Hanuman_bringing_the_mountain_to_the_injured_Lakshmana_Wellcome_L0022499.jpg,File:Hanuman bringing the mountain to the injured Lakshmana Wellcome L0022499.jpg,,1118,1814,CC BY 4.0,,https://wellcomeimages.org/indexplus/obf_images/58/86/4358ada53d56324a87cc255a4f10.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0022499.html Wellcome Collection gallery (2018-03-29): https://wellcomecollection.org/works/fy4yxgv3 CC-BY-4.0,Hanuman bringing the mountain to the injured Lakshmana Iconographic Collections Keywords: India,https://commons.wikimedia.org/wiki/File:Hanuman_bringing_the_mountain_to_the_injured_Lakshmana_Wellcome_L0022499.jpg,wikimedia_commons
west_bengal,Illustration_of_a_Bengali_proverb_two_watersnakes_swallowin_Wellcome_L0022508.jpg,data\style_references\west_bengal\Illustration_of_a_Bengali_proverb_two_watersnakes_swallowin_Wellcome_L0022508.jpg,File:Illustration of a Bengali proverb; two watersnakes swallowin Wellcome L0022508.jpg,,1090,1754,CC BY 4.0,,https://wellcomeimages.org/indexplus/obf_images/e3/3f/ae0d0e65cb5ef52bc5f1947b140e.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0022508.html Wellcome Collection gallery (2018-03-30): https://wellcomecollection.org/works/ns7mgxhc CC-BY-4.0,Illustration of a Bengali proverb: two watersnakes swallowing fish and frog. Watercolour drawing. Iconographic Collections Keywords: India,https://commons.wikimedia.org/wiki/File:Illustration_of_a_Bengali_proverb;_two_watersnakes_swallowin_Wellcome_L0022508.jpg,wikimedia_commons
west_bengal,Image_of_Shiva.jpg,data\style_references\west_bengal\Image_of_Shiva.jpg,File:Image of Shiva.jpg,no,6030,9033,CC0,Unknown,https://collection.artsmia.org/art/18775/shiva-india,19th Century Image of Shiva from India. Medium: Watercolour on Paper,https://commons.wikimedia.org/wiki/File:Image_of_Shiva.jpg,wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Rai_Raja_-_2003.123_-_Cleveland_Museum_of_Art.jpg,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Rai_Raja_-_2003.123_-_Cleveland_Museum_of_Art.jpg,"File:India, Calcutta, Kalighat painting, 19th century - ""Rai Raja"" - 2003.123 - Cleveland Museum of Art.jpg",,2796,3400,CC0,anonymous,https://clevelandart.org/art/2003.123,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_%22Rai_Raja%22_-_2003.123_-_Cleveland_Museum_of_Art.jpg",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Annapurna_and_Shiva_-_2003.162_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Annapurna_and_Shiva_-_2003.162_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Annapurna and Shiva - 2003.162 - Cleveland Museum of Art.tif",,4330,7046,CC0,anonymous,https://clevelandart.org/art/2003.162,"Goddess Annapurna (She of Plenteous Food) is depicted being supplicated by Shiva, seen as an ascetic who seeks alms from her. Seated on a throne she places food (possibly rice) in Shiva's bowl with a spoon held in her right hand. Even Shiva is dependent on her for nourishment and food. A mendicant's","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Annapurna_and_Shiva_-_2003.162_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Baby_Krishna_Asking_for_Butter_from_Yashoda_-_2003.112_-_Cleveland_Museu,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Baby_Krishna_Asking_for_Butter_from_Yashoda_-_2003.112_-_Cleveland_Museu,"File:India, Calcutta, Kalighat painting, 19th century - Baby Krishna Asking for Butter from Yashoda - 2003.112 - Cleveland Museum of Art.tif",no,4438,6562,CC0,anonymous,https://clevelandart.org/art/2003.112,"Baby Krishna, wearing a peacock-feathered crown, is shown here with his foster mother, Yashoda, asking for butter.","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Baby_Krishna_Asking_for_Butter_from_Yashoda_-_2003.112_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Balarama_and_Krishna_-_2003.168_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Balarama_and_Krishna_-_2003.168_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Balarama and Krishna - 2003.168 - Cleveland Museum of Art.tif",,4504,7187,CC0,anonymous,https://clevelandart.org/art/2003.168,"Here a divine sibling pair, Balarama and Krishna, are portrayed as mirror images of one another.","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Balarama_and_Krishna_-_2003.168_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Barber_Cleaning_a_Womans_Ear_-_2003.117_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Barber_Cleaning_a_Womans_Ear_-_2003.117_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Barber Cleaning a Woman's Ear - 2003.117 - Cleveland Museum of Art.tif",,4397,7026,CC0,anonymous,https://clevelandart.org/art/2003.117,Kalighat paintings reflect the time and context in which they were created. Kalighat painters used their medium to offer penetrating and insightful critiques of British-influenced Indians as well as the British themselves through satires and caricatures. Newly rich Bengali native Indian clerks (babu,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Barber_Cleaning_a_Woman%27s_Ear_-_2003.117_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Diana_or_Artemis_Goddess_of_the_Hunt_-_2003.147_-_Cleveland_Museum_of_Ar,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Diana_or_Artemis_Goddess_of_the_Hunt_-_2003.147_-_Cleveland_Museum_of_Ar,"File:India, Calcutta, Kalighat painting, 19th century - Diana or Artemis, Goddess of the Hunt - 2003.147 - Cleveland Museum of Art.tif",no,4422,6701,CC0,anonymous,https://clevelandart.org/art/2003.147,"An adaptation of the Greek goddess Artemis or Roman goddess Diana, goddess of the hunt, this winged fairy wears a British crown and a short skirt and carries a spear. Like Diana/Artemis, the stag is presented on her left. Her hair resembles that of other Hindu goddesses.","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Diana_or_Artemis,_Goddess_of_the_Hunt_-_2003.147_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Durga_-_2003.157.b_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Durga_-_2003.157.b_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Durga - 2003.157.b - Cleveland Museum of Art.tif",,4340,7132,CC0,anonymous,https://clevelandart.org/art/2003.157.b,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Durga_-_2003.157.b_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Dusmanta_Garlanding_Shakumtala_-_2003.141_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Dusmanta_Garlanding_Shakumtala_-_2003.141_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Dusmanta Garlanding Shakumtala - 2003.141 - Cleveland Museum of Art.tif",,4112,6391,CC0,anonymous,https://clevelandart.org/art/2003.141,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Dusmanta_Garlanding_Shakumtala_-_2003.141_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_English_Babu_Native_Indian_Clerk_Holding_a_Hookah_-_2003.145_-_Cleveland,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_English_Babu_Native_Indian_Clerk_Holding_a_Hookah_-_2003.145_-_Cleveland,"File:India, Calcutta, Kalighat painting, 19th century - English Babu (Native Indian Clerk) Holding a Hookah - 2003.145 - Cleveland Museum of Art.tif",no,3908,6688,CC0,anonymous,https://clevelandart.org/art/2003.145,"This is an archetypal satirical caricature of an native Indian clerk (babu), a Bengali dapper dandy whose fashion sense combines British and Indian mores with dissonant results. Imitating his British masters, he sits cross-legged on a Victorian chair, holding a hookah, sporting a Prince Albert hairs","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_English_Babu_(Native_Indian_Clerk)_Holding_a_Hookah_-_2003.145_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Gajalakshmi-_Lakshmi_with_Elephants_-_2003.149_-_Cleveland_Museum_of_Art,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Gajalakshmi-_Lakshmi_with_Elephants_-_2003.149_-_Cleveland_Museum_of_Art,"File:India, Calcutta, Kalighat painting, 19th century - Gajalakshmi- Lakshmi with Elephants - 2003.149 - Cleveland Museum of Art.tif",no,4371,6582,CC0,anonymous,https://clevelandart.org/art/2003.149,"Seated on a lotus in the yoga lotus position (padmasana), Lakshmi (wife of Vishnu and goddess of fortune, prosperity, and beauty) is flanked by elephants that anoint her and express their devotion by bathing her with water from the pot held aloft with their trunks. The lotus seat serves as a throne ","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Gajalakshmi-_Lakshmi_with_Elephants_-_2003.149_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Ganesha_-_2003.166_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Ganesha_-_2003.166_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Ganesha - 2003.166 - Cleveland Museum of Art.tif",,4440,7120,CC0,anonymous,https://clevelandart.org/art/2003.166,"Ganesh, seated here in these two images on his vehicle, the mouse, is the ever-popular elephant-headed deity who is worshipped as the mischievous Lord of Beginnings and Remover of Obstacles. Hindus worship him before they begin journeys, at the start of the day, and at the beginning of any auspiciou","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Ganesha_-_2003.166_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Ganesha_-_2003.98_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Ganesha_-_2003.98_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Ganesha - 2003.98 - Cleveland Museum of Art.tif",,4546,7100,CC0,anonymous,https://clevelandart.org/art/2003.98,"Ganesh, seated here in these two images on his vehicle, the mouse, is the ever-popular elephant-headed deity who is worshipped as the mischievous Lord of Beginnings and Remover of Obstacles. Hindus worship him before they begin journeys, at the start of the day, and at the beginning of any auspiciou","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Ganesha_-_2003.98_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Ganesha-Janani_Mother_of_Ganesh_-_2003.169_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Ganesha-Janani_Mother_of_Ganesh_-_2003.169_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Ganesha-Janani (Mother of Ganesh) - 2003.169 - Cleveland Museum of Art.tif",,4460,6866,CC0,anonymous,https://clevelandart.org/art/2003.169,"The goddess Parvati is portrayed here with the infant Ganesh in her arms. Ganesh is the ever-popular elephant-headed deity who is worshipped as the mischievous god of obstructions and beginnings. Ganesh is fashioned from the dirt of Parvati's body. At his mother's request, Ganesh guarded her as she ","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Ganesha-Janani_(Mother_of_Ganesh)_-_2003.169_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Garuda_Carrying_Balarama_and_Krishna_-_2003.134.b_-_Cleveland_Museum_of_,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Garuda_Carrying_Balarama_and_Krishna_-_2003.134.b_-_Cleveland_Museum_of_,"File:India, Calcutta, Kalighat painting, 19th century - Garuda Carrying Balarama and Krishna - 2003.134.b - Cleveland Museum of Art.tif",no,4333,6926,CC0,anonymous,https://clevelandart.org/art/2003.134.b,"Garuda, Vishnu's vehicle, depicted here kneeling with the body of a man and head of an eagle, is shown carrying Balarama on his right shoulder and his younger brother Krishna on his left.","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Garuda_Carrying_Balarama_and_Krishna_-_2003.134.b_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Gaur_and_Nitai_-_2003.115_-_Cleveland_Museum_of_Art.jpg,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Gaur_and_Nitai_-_2003.115_-_Cleveland_Museum_of_Art.jpg,"File:India, Calcutta, Kalighat painting, 19th century - Gaur and Nitai - 2003.115 - Cleveland Museum of Art.jpg",,2600,3400,CC0,anonymous,https://clevelandart.org/art/2003.115,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Gaur_and_Nitai_-_2003.115_-_Cleveland_Museum_of_Art.jpg",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Gaur_and_Nitai_-_2003.115_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Gaur_and_Nitai_-_2003.115_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Gaur and Nitai - 2003.115 - Cleveland Museum of Art.tif",no,4475,5853,CC0,anonymous,https://clevelandart.org/art/2003.115,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Gaur_and_Nitai_-_2003.115_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Hari-Hara_-_2003.100.a_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Hari-Hara_-_2003.100.a_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Hari-Hara - 2003.100.a - Cleveland Museum of Art.tif",no,4417,7067,CC0,anonymous,https://clevelandart.org/art/2003.100.a,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Hari-Hara_-_2003.100.a_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Hari-Hara_-_2003.99_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Hari-Hara_-_2003.99_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Hari-Hara - 2003.99 - Cleveland Museum of Art.tif",,4568,7248,CC0,anonymous,https://clevelandart.org/art/2003.99,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Hari-Hara_-_2003.99_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Jagannatha_Trio_-_2003.135.b_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Jagannatha_Trio_-_2003.135.b_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Jagannatha Trio - 2003.135.b - Cleveland Museum of Art.tif",,4357,7159,CC0,anonymous,https://clevelandart.org/art/2003.135.b,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Jagannatha_Trio_-_2003.135.b_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Jatayu_Ramas_Mythical_Bird_Hinders_Ravanas_Chariot_Trying_to_Prevent_A_-,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Jatayu_Ramas_Mythical_Bird_Hinders_Ravanas_Chariot_Trying_to_Prevent_A_-,"File:India, Calcutta, Kalighat painting, 19th century - Jatayu (Rama's Mythical Bird) Hinders Ravana's Chariot, Trying to Prevent A - 2003.109.b - Cleveland Museum of Art.tif",no,4070,4734,CC0,anonymous,https://clevelandart.org/art/2003.109.b,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Jatayu_(Rama%27s_Mythical_Bird)_Hinders_Ravana%27s_Chariot,_Trying_to_Prevent_A_-_2003.109.b_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Jatayu_Hinders_Ravanas_Chariot_Trying_to_Prevent_the_Abduction_of_Sita_-,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Jatayu_Hinders_Ravanas_Chariot_Trying_to_Prevent_the_Abduction_of_Sita_-,"File:India, Calcutta, Kalighat painting, 19th century - Jatayu Hinders Ravana's Chariot, Trying to Prevent the Abduction of Sita - 2003.109.a - Cleveland Museum of Art.tif",no,4523,7269,CC0,anonymous,https://clevelandart.org/art/2003.109.a,"This is an image of the ten-headed demon Ravana and Sita, wife of Rama, in a chariot held in the beak of the bird Jatayu, king of the vultures. When Ravana abducted Sita and carried her off in the flying chariot, Jatayu, a great devotee of Rama, engaged him in aerial battle to rescue her. Unsuccessf","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Jatayu_Hinders_Ravana%27s_Chariot,_Trying_to_Prevent_the_Abduction_of_Sita_-_2003.109.a_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kalaketu_Receiving_a_Boon_from_the_Goddess_Chandi_-_2003.143_-_Cleveland,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kalaketu_Receiving_a_Boon_from_the_Goddess_Chandi_-_2003.143_-_Cleveland,"File:India, Calcutta, Kalighat painting, 19th century - Kalaketu Receiving a Boon from the Goddess Chandi - 2003.143 - Cleveland Museum of Art.jpg",no,2198,3400,CC0,anonymous,https://clevelandart.org/art/2003.143,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kalaketu_Receiving_a_Boon_from_the_Goddess_Chandi_-_2003.143_-_Cleveland_Museum_of_Art.jpg",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kalaketu_Receiving_a_Boon_from_the_Goddess_Chandi_-_2003.143_-_Cleveland,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kalaketu_Receiving_a_Boon_from_the_Goddess_Chandi_-_2003.143_-_Cleveland,"File:India, Calcutta, Kalighat painting, 19th century - Kalaketu Receiving a Boon from the Goddess Chandi - 2003.143 - Cleveland Museum of Art.tif",,3968,6137,CC0,anonymous,https://clevelandart.org/art/2003.143,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kalaketu_Receiving_a_Boon_from_the_Goddess_Chandi_-_2003.143_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.116_-_Cleveland_Museum_of_Art.jpg,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.116_-_Cleveland_Museum_of_Art.jpg,"File:India, Calcutta, Kalighat painting, 19th century - Kali - 2003.116 - Cleveland Museum of Art.jpg",,2635,3400,CC0,anonymous,https://clevelandart.org/art/2003.116,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kali_-_2003.116_-_Cleveland_Museum_of_Art.jpg",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.116_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.116_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Kali - 2003.116 - Cleveland Museum of Art.tif",no,4497,5802,CC0,anonymous,https://clevelandart.org/art/2003.116,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kali_-_2003.116_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.163_-_Cleveland_Museum_of_Art.jpg,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.163_-_Cleveland_Museum_of_Art.jpg,"File:India, Calcutta, Kalighat painting, 19th century - Kali - 2003.163 - Cleveland Museum of Art.jpg",,2131,3400,CC0,anonymous,https://clevelandart.org/art/2003.163,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kali_-_2003.163_-_Cleveland_Museum_of_Art.jpg",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.163_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.163_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Kali - 2003.163 - Cleveland Museum of Art.tif",no,4376,6981,CC0,anonymous,https://clevelandart.org/art/2003.163,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kali_-_2003.163_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.164_-_Cleveland_Museum_of_Art.jpg,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.164_-_Cleveland_Museum_of_Art.jpg,"File:India, Calcutta, Kalighat painting, 19th century - Kali - 2003.164 - Cleveland Museum of Art.jpg",,2058,3400,CC0,anonymous,https://clevelandart.org/art/2003.164,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kali_-_2003.164_-_Cleveland_Museum_of_Art.jpg",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.164_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kali_-_2003.164_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Kali - 2003.164 - Cleveland Museum of Art.tif",no,4278,7067,CC0,anonymous,https://clevelandart.org/art/2003.164,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kali_-_2003.164_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kalighat_Painting_-_2003.124_-_Cleveland_Museum_of_Art.jpg,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kalighat_Painting_-_2003.124_-_Cleveland_Museum_of_Art.jpg,"File:India, Calcutta, Kalighat painting, 19th century - Kalighat Painting - 2003.124 - Cleveland Museum of Art.jpg",,3400,2928,CC0,anonymous,https://clevelandart.org/art/2003.124,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kalighat_Painting_-_2003.124_-_Cleveland_Museum_of_Art.jpg",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kalighat_Painting_-_2003.124_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kalighat_Painting_-_2003.124_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Kalighat Painting - 2003.124 - Cleveland Museum of Art.tif",no,5310,4573,CC0,anonymous,https://clevelandart.org/art/2003.124,,"https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kalighat_Painting_-_2003.124_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
west_bengal,India_Calcutta_Kalighat_painting_19th_century_-_Kartikeya_-_2003.151_-_Cleveland_Museum_of_Art.tif,data\style_references\west_bengal\India_Calcutta_Kalighat_painting_19th_century_-_Kartikeya_-_2003.151_-_Cleveland_Museum_of_Art.tif,"File:India, Calcutta, Kalighat painting, 19th century - Kartikeya - 2003.151 - Cleveland Museum of Art.tif",,4515,7372,CC0,anonymous,https://clevelandart.org/art/2003.151,"Here Kartikeya, god of war and son of Shiva and Parvati, born to annihilate the demon Taraka, is provocatively depicted as a dandy. Sitting astride his vehicle, the peacock, Kartikeya has a Prince Albert hairstyle and buckled European shoes. Fashionably draping his shawl, Karitkeya's backdrop is a h","https://commons.wikimedia.org/wiki/File:India,_Calcutta,_Kalighat_painting,_19th_century_-_Kartikeya_-_2003.151_-_Cleveland_Museum_of_Art.tif",wikimedia_commons
